OPEID,INSTName,State,StateNO,UGDs,SAT,PCTPELL,Salary,SalaryRate
00100200,Alabama A & M University,AL,0,4051,823,0.7115,31400,0.46229803562164
00105200,University of Alabama at Birmingham,AL,0,11200,1146,0.3505,40300,0.66048449277877
00105500,University of Alabama in Huntsville,AL,0,5525,1180,0.3281,46600,0.6605657339096
00100500,Alabama State University,AL,0,5354,830,0.8265,27800,0.34222561120986
00105100,The University of Alabama,AL,0,28692,1171,0.2107,42400,0.6610854268074
00831000,Auburn University at Montgomery,AL,0,4322,970,0.4006,34800,0.55453711748123
00100900,Auburn University,AL,0,19761,1215,0.1687,45400,0.70914214849472
00101200,Birmingham Southern College,AL,0,1181,1177,0.2136,41900,0.56930691003799
00101900,Huntingdon College,AL,0,1100,999,0.4302,37100,0.61685824394226
00102000,Jacksonville State University,AL,0,7195,1036,0.4613,35100,0.54661697149276
00102300,Judson College,AL,0,331,1023,0.4788,30700,0.37383177876472
00102400,University of West Alabama,AL,0,1988,950,0.5604,33800,0.56654673814773
00102600,Marion Military Institute,AL,0,411,1040,0.4424,48500,0.53153151273727
00102900,University of Mobile,AL,0,1472,1058,0.5032,37800,0.55844157934188
00100400,University of Montevallo,AL,0,2610,1070,0.4136,35100,0.52941179275512
00101600,University of North Alabama,AL,0,5536,1028,0.4192,36300,0.56070286035537
00103300,Oakwood University,AL,0,1854,924,0.5066,33700,0.42178770899772
00103600,Samford University,AL,0,2995,1153,0.1494,45800,0.7203539609909
00105700,University of South Alabama,AL,0,11048,1064,0.3743,38300,0.60879999399185
00104100,Spring Hill College,AL,0,1269,1100,0.3328,43800,0.63880598545074
02270400,Southeastern Bible College,AL,0,160,970,0.6089,28800,0.62068963050842
00104400,Stillman College,AL,0,863,882,0.7429,24700,0.39873418211936
00104700,Troy University,AL,0,16208,990,0.4758,36600,0.61395853757858
00105000,Tuskegee University,AL,0,2584,937,0.6453,37100,0.50160259008407
00106100,Alaska Pacific University,AK,1,340,1008,0.2791,47400,0.67857140302658
00108100,Arizona State University-Tempe,AZ,2,38480,1108,0.3376,45200,0.71778005361557
00108300,University of Arizona,AZ,2,31399,1106,0.3265,44400,0.67178428173065
00147902,Embry-Riddle Aeronautical University-Prescott,AZ,2,1802,1126,0.2884,60900,0.77342867851257
00108200,Northern Arizona University,AZ,2,22011,1050,0.3778,38800,0.65242964029312
00193701,Ottawa University-Phoenix,AZ,2,335,1020,0.5982,40700,0.73010063171386
02065300,Prescott College,AZ,2,540,1094,0.4547,35200,0.53892213106155
00711300,Arizona Christian University,AZ,2,491,1045,0.328,31000,0.52173912525177
00110100,University of Arkansas at Little Rock,AR,3,8504,1077,0.4027,34800,0.57188498973846
00108800,Lyon College,AR,3,570,1142,0.4617,37200,0.55232560634613
00110800,University of Arkansas,AR,3,20776,1156,0.2427,43600,0.69099926948547
00108600,University of Arkansas at Pine Bluff,AR,3,2503,842,0.6986,27400,0.36880165338516
00109000,Arkansas State University-Main Campus,AR,3,9325,1088,0.4618,32700,0.51413267850875
00108900,Arkansas Tech University,AR,3,8734,1008,0.4559,35000,0.54786449670791
03105200,Baptist Health Schools-Little Rock,AR,3,918,970,0.5978,42100,0.83636361360549
00109200,University of Central Arkansas,AR,3,9261,1070,0.3937,37100,0.57993382215499
00109300,Central Baptist College,AR,3,769,974,0.4531,35700,0.59195405244827
00109700,Harding University,AR,3,4428,1139,0.2631,38600,0.63090908527374
00109800,Henderson State University,AR,3,3190,1011,0.5296,35200,0.55351680517196
00109900,Hendrix College,AR,3,1428,1267,0.1792,40500,0.51121073961257
00110000,John Brown University,AR,3,1770,1144,0.3184,46200,0.72340422868728
00110200,Ouachita Baptist University,AR,3,1513,1090,0.2702,37500,0.59480518102645
00109400,University of the Ozarks,AR,3,568,1057,0.3906,31100,0.46428570151329
00524500,University of Arkansas Community College-Morrilton,AR,3,2077,930,0.672,25600,0.46308726072311
00110600,Williams Baptist College,AR,3,501,1001,0.5265,32300,0.48706895112991
00110700,Southern Arkansas University Main Campus,AR,3,2640,989,0.5152,35900,0.54636871814727
00111000,University of Arkansas-Fort Smith,AR,3,6508,1028,0.5053,29900,0.47474199533462
00111700,Azusa Pacific University,CA,4,6543,1098,0.2858,49000,0.68786805868148
00112200,Biola University,CA,4,4324,1123,0.3103,40700,0.62488394975662
00112500,California Baptist University,CA,4,5797,984,0.4777,41800,0.61746358871459
00113100,California Institute of Technology,CA,4,977,1534,0.1063,74000,0.75268816947937
00113300,California Lutheran University,CA,4,2882,1108,0.2578,52900,0.72491347789764
00114300,California Polytechnic State University-San Luis Obispo,CA,4,18664,1242,0.1975,60900,0.78341794013977
00799300,California State University-Bakersfield,CA,4,7226,901,0.5843,48100,0.65005660057067
00115700,California State University-Stanislaus,CA,4,7751,917,0.5774,44900,0.58204990625381
00114200,California State University-San Bernardino,CA,4,15887,888,0.5799,45500,0.6203007698059
00114400,California State Polytechnic University-Pomona,CA,4,20857,1070,0.4404,52000,0.67911440134048
00114600,California State University-Chico,CA,4,15106,1014,0.3893,45100,0.65875804424285
00114100,California State University-Dominguez Hills,CA,4,11894,845,0.5862,42800,0.61895239353179
00114700,California State University-Fresno,CA,4,19911,920,0.5407,43200,0.59528762102127
00113700,California State University-Fullerton,CA,4,33000,1021,0.4061,46500,0.65192711353302
00113800,California State University-East Bay,CA,4,12079,910,0.4426,51300,0.71113038063049
00113900,California State University-Long Beach,CA,4,30440,1012,0.4733,46900,0.65755015611648
00114000,California State University-Los Angeles,CA,4,19525,871,0.6447,44900,0.6426163315773
00115300,California State University-Northridge,CA,4,33581,918,0.4848,44200,0.62459063529968
00115000,California State University-Sacramento,CA,4,25991,945,0.505,46500,0.67836034297943
00131200,University of California-Berkeley,CA,4,25951,1350,0.3237,62700,0.73572593927383
00131300,University of California-Davis,CA,4,26483,1192,0.4297,57100,0.70149552822113
00131400,University of California-Irvine,CA,4,23517,1122,0.432,55800,0.6907530426979
00131500,University of California-Los Angeles,CA,4,28667,1289,0.3624,59200,0.71555268764495
00131600,University of California-Riverside,CA,4,18612,1078,0.564,48700,0.62736135721206
00131700,University of California-San Diego,CA,4,23792,1276,0.4274,59600,0.7097732424736
00132000,University of California-Santa Barbara,CA,4,19362,1212,0.3798,52000,0.67090356349945
00132100,University of California-Santa Cruz,CA,4,15695,1087,0.4459,44600,0.58724468946456
00113400,California Maritime Academy,CA,4,1044,1080,0.3762,81100,0.76555025577545
00116400,Chapman University,CA,4,5940,1208,0.2035,51800,0.72970986366271
01036500,Charles R Drew University of Medicine and Science,CA,4,83,735,0.5185,63000,0.82352942228317
02070500,Concordia University-Irvine,CA,4,1916,1020,0.2503,42100,0.61111110448837
01203100,San Diego Christian College,CA,4,889,986,0.6475,34400,0.56164383888244
00117000,Claremont McKenna College,CA,4,1311,1397,0.1163,63600,0.84251970052719
00119600,Dominican University of California,CA,4,1567,1057,0.3232,51400,0.79149800539016
00125300,Fresno Pacific University,CA,4,2496,979,0.5761,39700,0.60510510206222
00117100,Harvey Mudd College,CA,4,803,1483,0.1314,78600,0.81818181276321
00118300,Holy Names University,CA,4,800,910,0.4618,50100,0.64383560419082
00114900,Humboldt State University,CA,4,7748,1008,0.5162,36200,0.48984467983245
02270600,Life Pacific College,CA,4,475,930,0.3942,31200,0.45508980751037
00121600,University of La Verne,CA,4,5128,1035,0.4647,52700,0.72507786750793
00121500,La Sierra University,CA,4,2060,926,0.4819,41300,0.61154854297637
00122000,The Master's College and Seminary,CA,4,1112,1104,0.3051,40900,0.60160428285598
01164900,Loyola Marymount University,CA,4,6087,1202,0.1923,55600,0.74544125795364
00123600,Menlo College,CA,4,742,1001,0.3333,50600,0.68864470720291
00123800,Mills College,CA,4,974,1151,0.4674,39000,0.58928573131561
00369110,Monterey Institute of International Studies,CA,4,22,1391,0.3636,53400,0.7803030014038
00124300,Mount St Mary's College,CA,4,2617,928,0.5875,50200,0.75450760126113
00117900,Notre Dame de Namur University,CA,4,1209,972,0.4201,51300,0.7260273694992
00124900,Occidental College,CA,4,2101,1303,0.2131,50100,0.67821782827377
00125100,Otis College of Art and Design,CA,4,1029,1002,0.4851,42000,0.61714285612106
00125200,Hope International University,CA,4,872,951,0.4989,35100,0.61052632331848
00125800,Pacific Union College,CA,4,1601,1017,0.4393,48600,0.68433737754821
00132900,University of the Pacific,CA,4,3869,1172,0.4011,66400,0.78284388780593
01014900,Pepperdine University,CA,4,3516,1235,0.2076,61400,0.80343979597091
00126200,Point Loma Nazarene University,CA,4,2543,1155,0.2712,50300,0.69620251655578
00117300,Pomona College,CA,4,1587,1454,0.1686,52600,0.61151081323623
00132200,University of Redlands,CA,4,3462,1135,0.2497,53800,0.72291666269302
00115100,San Diego State University,CA,4,26625,1084,0.3956,48700,0.68666261434555
01039500,University of San Diego,CA,4,5573,1228,0.1807,56300,0.751558303833
00394800,San Francisco Art Institute,CA,4,468,1061,0.3267,24600,0.43511450290679
00115400,San Francisco State University,CA,4,25271,998,0.4239,46900,0.66261506080627
00132500,University of San Francisco,CA,4,6308,1161,0.2625,61000,0.77726572751998
00128100,William Jessup University,CA,4,1029,1039,0.4743,38600,0.55868542194366
00115500,San Jose State University,CA,4,25723,1030,0.3955,54600,0.70916527509689
00132600,Santa Clara University,CA,4,5404,1294,0.1389,67700,0.79976445436477
00117400,Scripps College,CA,4,980,1364,0.1323,47200,0.6637167930603
00129100,Simpson University,CA,4,1024,1030,0.5635,33700,0.53389829397201
00130200,Saint Mary's College of California,CA,4,3039,1115,0.3267,59000,0.73800736665725
00115600,Sonoma State University,CA,4,8321,1006,0.2968,45600,0.6694461107254
00129300,Vanguard University of Southern California,CA,4,2057,980,0.3797,38800,0.66714698076248
00132800,University of Southern California,CA,4,18087,1380,0.2308,66100,0.81395947933197
00134100,Westmont College,CA,4,1295,1193,0.2092,48300,0.61818182468414
00134200,Whittier College,CA,4,1651,1043,0.3551,45100,0.59833794832229
00134300,Woodbury University,CA,4,1353,987,0.4852,45600,0.62086516618728
00134500,Adams State University,CO,5,2227,939,0.5029,33200,0.48202395439147
00450800,University of Colorado Denver,CO,5,10470,1073,0.2777,73800,0.77551019191741
00450900,University of Colorado Colorado Springs,CO,5,8888,1068,0.3222,41200,0.65382188558578
00137000,University of Colorado Boulder,CO,5,25461,1192,0.1722,48000,0.67304301261901
00134700,Colorado College,CO,5,2025,1323,0.0983,41100,0.52805280685424
00134800,Colorado School of Mines,CO,5,4197,1298,0.1754,74700,0.85921055078506
00135000,Colorado State University-Fort Collins,CO,5,22482,1127,0.2571,44300,0.66548436880111
00137100,University of Denver,CO,5,5505,1231,0.1856,51400,0.7352430820465
00135300,Fort Lewis College,CO,5,3859,1049,0.3175,34000,0.50435626506805
00135800,Colorado Mesa University,CO,5,8733,972,0.4025,34600,0.56864988803863
00136000,Metropolitan State University of Denver,CO,5,21696,973,0.3851,38600,0.62274128198623
00134900,University of Northern Colorado,CO,5,9525,1029,0.3514,39000,0.66369044780731
00136300,Regis University,CO,5,4930,1087,0.2602,53100,0.79169368743896
00136500,Colorado State University-Pueblo,CO,5,4375,967,0.4132,36200,0.6193910241127
00137200,Western State Colorado University,CO,5,1956,1005,0.3143,36500,0.5131579041481
00137400,Albertus Magnus College,CT,6,1278,830,0.5811,52200,0.75377643108367
00141600,University of Bridgeport,CT,6,2835,923,0.4859,40600,0.64183837175369
00137800,Central Connecticut State University,CT,6,9512,1006,0.3335,43700,0.69404333829879
00141700,University of Connecticut,CT,6,17684,1215,0.2088,53900,0.78835386037826
00142500,Eastern Connecticut State University,CT,6,4920,1017,0.2644,42400,0.68579840660095
00142200,University of Hartford,CT,6,5026,1053,0.264,45900,0.6757281422615
00139700,University of New Haven,CT,6,4759,1034,0.2583,48900,0.71830987930297
00140100,Post University,CT,6,6616,865,0.4313,36600,0.68085104227066
00140200,Quinnipiac University,CT,6,6486,1102,0.1429,56400,0.82762914896011
00140900,University of Saint Joseph,CT,6,971,950,0.3687,49700,0.76412779092788
00140600,Southern Connecticut State University,CT,6,8257,921,0.3462,41700,0.66779828071594
00141400,Trinity College,CT,6,2239,1240,0.116,56100,0.82507288455963
00142400,Wesleyan University,CT,6,2888,1387,0.1837,50900,0.65831434726715
00142600,Yale University,CT,6,5422,1497,0.1273,66000,0.81895732879638
00142800,Delaware State University,DE,7,3719,890,0.5034,34200,0.52260869741439
00143100,University of Delaware,DE,7,17729,1178,0.1192,54300,0.79190570116043
00143300,Wesley College,DE,7,1481,841,0.4955,41400,0.6493055820465
02159600,The Baptist College of Florida,FL,8,499,1062,0.6292,29900,0.48920863866806
00146600,Barry University,FL,8,4284,930,0.5181,45300,0.71209722757339
00146700,Bethune-Cookman University,FL,8,3723,812,0.7762,28700,0.40560746192932
00150500,Lynn University,FL,8,1732,940,0.2004,35500,0.60282260179519
02156700,Johnson University Florida,FL,8,299,970,0.5267,29500,0.44565218687057
00395400,University of Central Florida,FL,8,50919,1175,0.3771,43000,0.69259536266326
00147300,Clearwater Christian College,FL,8,491,1026,0.5142,34700,0.57391303777694
00148700,Eckerd College,FL,8,2163,1138,0.2341,40800,0.60331827402114
00147800,Edward Waters College,FL,8,862,802,0.841,25600,0.33780160546302
00147900,Embry-Riddle Aeronautical University-Daytona Beach,FL,8,4666,1126,0.3103,60900,0.77342867851257
00148000,Florida Agricultural and Mechanical University,FL,8,8825,947,0.6445,37300,0.53693866729736
00148100,Florida Atlantic University,FL,8,24685,1039,0.3999,41400,0.66177481412887
00789300,Flagler College-St Augustine,FL,8,2839,1096,0.2922,37200,0.61434978246688
00148200,Florida College,FL,8,558,1060,0.3729,36900,0.59307360649108
03115500,Adventist University of Health Sciences,FL,8,2064,884,0.3595,51100,0.80749571323394
00146900,Florida Institute of Technology,FL,8,3191,1153,0.2414,53100,0.73430657386779
00963500,Florida International University,FL,8,38234,1154,0.5809,45100,0.67626929283142
00148800,Florida Southern College,FL,8,2379,1102,0.3293,37600,0.62093353271484
00148900,Florida State University,FL,8,32086,1212,0.3065,44000,0.68873286247253
00153500,University of Florida,FL,8,32346,1272,0.3207,51300,0.72670692205429
00149500,Jacksonville University,FL,8,3360,1010,0.2938,47700,0.69664031267166
00177201,Trinity International University-Florida,FL,8,257,1049,0.0,38200,0.58011049032211
00153600,University of Miami,FL,8,11246,1332,0.1855,52400,0.74258822202682
